[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-16 05:05:44] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-16 05:05:45] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-16 05:05:45] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-16 05:05:45] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-16 05:05:45] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544\
[2024-11-16 05:05:45] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/youtube/
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:51627109dea8c9f26708227de2ea6c0dd1f0417f===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828304ef28-fw8rH1.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=141
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=141
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 49904 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828304ef28-fw8rH1.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:3df3a7642cbe13bdbae85cc6c140cc075e77244a===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283056b2b-ENKFRj.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=142
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=142
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 15347 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283056b2b-ENKFRj.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:31cd1d49c8c1a67f149483b2f2800b2344e6a9a7===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828305b6b2-TgnR7p.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css?simply_static_page=143
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css?simply_static_page=143
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 17494 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828305b6b2-TgnR7p.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:d7948e05458575a156bd0b11e2871575c9f9dcef===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828305ff18-UfVF5k.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css?simply_static_page=144
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css?simply_static_page=144
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 14773 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828305ff18-UfVF5k.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:915cc71a6d35adad5d57287ea5a8db357c7feffe===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828306480f-K96eMJ.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js?simply_static_page=145
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js?simply_static_page=145
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 166531 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828306480f-K96eMJ.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:6578a76db4c8a61d3db5e6bbeb98eedc56e5c87d===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283069248-qoOOM8.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=146
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=146
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 76001 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283069248-qoOOM8.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:8262a0b66cc08f003335a52c844f07009b481ea1===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828306d191-GcKSdD.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=147
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=147
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 24294 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828306d191-GcKSdD.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:ee3adf03615b471c14e60af9af2d321f1fb2290f===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828307281c-huzEaZ.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=148
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=148
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 20021 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828307281c-huzEaZ.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:2f081c85d3e7cb463201a80f0609f6c8c89372f0===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283077f72-trjR6t.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=149
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=149
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 431662 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283077f72-trjR6t.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:490eaf732d1bdb87799f834b3f4d24fd980dc14e===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828307d5bd-ZZufq3.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=150
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=150
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 221240 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828307d5bd-ZZufq3.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:05585fe17b2e683b43da4387b589a68ec666adf5===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 100 of 677 pages/files
[2024-11-16 05:05:52] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-16 05:05:52] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-16 05:05:52] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:69] Total pages: 677; Pages remaining: 527
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828308a4ae-8qQ0pZ.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=151
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=151
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 334628 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828308a4ae-8qQ0pZ.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:2bc876f7b507c137d8e6b05d9d3a37258403fce5===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828309063d-9WRT8T.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=152
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=152
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 221080 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/673828309063d-9WRT8T.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:a2f418f9aaf86742ff3eb5b49f8860321106e7c5===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/6738283095638-b6g0nQ.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=153
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=153
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 120456 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\HP\AppData\Local\Temp/6738283095638-b6g0nQ.tmp to C:\xampp\htdocs\youtube/wp-content/uploads\simply-static\temp-files/simply-static-1-1731733544/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-16 05:05:52] [class-ss-page.php:119] Checking Content Identical:f5ea81f44dc72e5466757195e08f11554c15c768===. Value: FALSE
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2024-11-16 05:05:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 677
[2024-11-16 05:05:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\HP\AppData\Local\Temp/673828309a0fc-LWj6X3.tmp
[2024-11-16 05:05:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=154
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/youtube/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=154
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:103] Filesize: 98472 bytes
[2024-11-16 05:05:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
